Alumni_ID,First_Name,Last_Name,SLU_Email,Personal_Email,Degree,Major,Graduation_Year,Visa_Phase,City,State,Country,Current_Employer_ID,Current_Role,Current_Technologies,Employment_Type,Salary_USD,Job_Portal_Source,LinkedIn_URL,Zip_Code
242,Chad,Ritter,chad.ritter615@slu.edu,chad.ritter232@gmail.com,MS,Data Science,2015,Full-Time,Charlotte,NC,USA,795,Data Analyst,Hadoop,Full-Time,122686,Glassdoor,https://www.linkedin.com/in/chadritter234,32944
243,Ryan,Morris,ryan.morris167@slu.edu,ryan.morris257@yahoo.com,PhD,Finance,2021,Full-Time,Boston,MA,USA,544,DevOps Engineer,Node.js,Intern,87459,LinkedIn,https://www.linkedin.com/in/ryanmorris600,56329
244,Matthew,Gibson,matthew.gibson898@slu.edu,matthew.gibson11@yahoo.com,BS,Finance,2016,Full-Time,Philadelphia,PA,USA,969,DevOps Engineer,"GCP, Tableau",Contract,81849,Campus Career Fair,https://www.linkedin.com/in/matthewgibson199,85918
245,Charlene,Bender,charlene.bender834@slu.edu,charlene.bender192@gmail.com,PhD,Cybersecurity,2020,Full-Time,San Diego,CA,USA,368,ML Engineer,"Spark, JavaScript",Part-Time,127092,Handshake,https://www.linkedin.com/in/charlenebender574,43269
246,Alexander,Simmons,alexander.simmons407@slu.edu,alexander.simmons818@gmail.com,PhD,Electrical Engineering,2018,Full-Time,Durham,NC,USA,504,Product Manager,React,Full-Time,86904,Glassdoor,https://www.linkedin.com/in/alexandersimmons422,56597
247,Nicholas,Taylor,nicholas.taylor130@slu.edu,nicholas.taylor822@yahoo.com,BS,Computer Science,2020,Full-Time,Boulder,CO,USA,580,QA Engineer,AWS,Part-Time,90078,Handshake,https://www.linkedin.com/in/nicholastaylor113,23370
248,Dustin,Schultz,dustin.schultz566@slu.edu,dustin.schultz144@gmail.com,BS,Information Systems,2023,OPT,Los Angeles,CA,USA,660,Data Engineer,"Java, JavaScript",Contract,114012,LinkedIn,https://www.linkedin.com/in/dustinschultz276,33382
249,Martin,Brown,martin.brown829@slu.edu,martin.brown450@outlook.com,MS,Biostatistics,2018,Full-Time,Naperville,IL,USA,751,ML Engineer,Power BI,Intern,125689,Company Site,https://www.linkedin.com/in/martinbrown836,81054
250,Alexis,Jenkins,alexis.jenkins620@slu.edu,alexis.jenkins616@gmail.com,MS,Information Systems,2021,Full-Time,New York,NY,USA,571,Salesforce Developer,".NET, Python",Intern,77875,Campus Career Fair,https://www.linkedin.com/in/alexisjenkins193,98178
251,Michael,Myers,michael.myers677@slu.edu,michael.myers388@outlook.com,BS,Software Engineering,2024,OPT,Albany,NY,USA,289,Salesforce Developer,"SQL, Snowflake",Contract,85577,Glassdoor,https://www.linkedin.com/in/michaelmyers465,83500
252,Lauren,Hays,lauren.hays807@slu.edu,lauren.hays800@yahoo.com,MS,Data Science,2018,Full-Time,Cambridge,MA,USA,812,Data Engineer,"AWS, Java, React",Intern,109747,Handshake,https://www.linkedin.com/in/laurenhays903,31380
253,Laurie,Parsons,laurie.parsons465@slu.edu,laurie.parsons347@outlook.com,BA,Computer Science,2021,Full-Time,San Jose,CA,USA,504,Product Manager,"Azure, C++",Contract,119417,Campus Career Fair,https://www.linkedin.com/in/laurieparsons946,85762
254,Victor,Jenkins,victor.jenkins35@slu.edu,victor.jenkins289@gmail.com,PhD,Software Engineering,2024,OPT,Tempe,AZ,USA,488,Salesforce Developer,.NET,Contract,76860,Glassdoor,https://www.linkedin.com/in/victorjenkins283,66113
255,Ashley,Cruz,ashley.cruz607@slu.edu,ashley.cruz704@yahoo.com,MBA,Computer Science,2018,Full-Time,Peoria,IL,USA,818,DevOps Engineer,"Power BI, C++",Part-Time,110511,Handshake,https://www.linkedin.com/in/ashleycruz878,90268
256,Maureen,Johnson,maureen.johnson798@slu.edu,maureen.johnson32@yahoo.com,MBA,Marketing,2020,Full-Time,Cleveland,OH,USA,693,SDET,"Tableau, Hadoop, SQL",Contract,103699,Glassdoor,https://www.linkedin.com/in/maureenjohnson515,51621
257,Michael,Wilson,michael.wilson827@slu.edu,michael.wilson26@gmail.com,BA,Biostatistics,2020,Full-Time,New York,NY,USA,460,Security Analyst,"AWS, JavaScript",Full-Time,95205,Company Site,https://www.linkedin.com/in/michaelwilson328,03528
258,Allison,Glover,allison.glover829@slu.edu,allison.glover947@gmail.com,MS,Software Engineering,2020,Full-Time,Redmond,WA,USA,14,Security Analyst,"Python, R, Spark",Intern,102881,Glassdoor,https://www.linkedin.com/in/allisonglover587,14225
259,Troy,Wright,troy.wright912@slu.edu,troy.wright439@gmail.com,BA,Electrical Engineering,2019,Full-Time,Atlanta,GA,USA,111,Data Analyst,"SQL, Hadoop, React",Intern,85860,LinkedIn,https://www.linkedin.com/in/troywright477,80394
260,Alice,Romero,alice.romero751@slu.edu,alice.romero657@gmail.com,MBA,Software Engineering,2016,Full-Time,Denver,CO,USA,651,Data Analyst,"Hadoop, Azure, Power BI",Full-Time,95226,Glassdoor,https://www.linkedin.com/in/aliceromero905,29557
261,Leslie,Cooper,leslie.cooper217@slu.edu,leslie.cooper562@outlook.com,MBA,Data Science,2021,Full-Time,Savannah,GA,USA,239,Business Analyst,".NET, Python, GCP",Contract,111530,Campus Career Fair,https://www.linkedin.com/in/lesliecooper403,45727
262,Kenneth,Mccoy,kenneth.mccoy520@slu.edu,kenneth.mccoy44@outlook.com,MS,Finance,2020,Full-Time,New York,NY,USA,282,Data Engineer,.NET,Contract,88792,Glassdoor,https://www.linkedin.com/in/kennethmccoy675,42712
263,Tanya,Acosta,tanya.acosta158@slu.edu,tanya.acosta671@outlook.com,MBA,Finance,2019,Full-Time,Pittsburgh,PA,USA,817,ML Engineer,"AWS, Node.js",Part-Time,70458,Referral,https://www.linkedin.com/in/tanyaacosta709,74973
264,Franklin,Mccann,franklin.mccann314@slu.edu,franklin.mccann81@yahoo.com,BA,Data Science,2015,Full-Time,New York,NY,USA,595,ML Engineer,"R, GCP, Docker",Intern,100077,LinkedIn,https://www.linkedin.com/in/franklinmccann500,52776
265,Leonard,Jackson,leonard.jackson43@slu.edu,leonard.jackson702@gmail.com,BS,Finance,2015,Full-Time,Charlotte,NC,USA,600,Data Engineer,Node.js,Intern,113279,Referral,https://www.linkedin.com/in/leonardjackson408,58191
266,Rebekah,Erickson,rebekah.erickson747@slu.edu,rebekah.erickson255@outlook.com,MBA,Information Systems,2020,Full-Time,Cambridge,MA,USA,580,DevOps Engineer,".NET, R",Part-Time,118175,Glassdoor,https://www.linkedin.com/in/rebekaherickson427,23577
267,Vicki,Phillips,vicki.phillips826@slu.edu,vicki.phillips148@gmail.com,MBA,Data Science,2024,OPT,Charlotte,NC,USA,724,ML Engineer,Spark,Full-Time,84794,Company Site,https://www.linkedin.com/in/vickiphillips192,20353
268,Sherri,Zamora,sherri.zamora910@slu.edu,sherri.zamora764@gmail.com,BA,Cybersecurity,2024,OPT,Phoenix,AZ,USA,38,Data Analyst,"SQL, GCP",Part-Time,99763,Referral,https://www.linkedin.com/in/sherrizamora934,44145
269,Martha,Anderson,martha.anderson900@slu.edu,martha.anderson401@yahoo.com,BS,Computer Science,2019,Full-Time,Columbus,OH,USA,804,Security Analyst,"GCP, Kubernetes",Part-Time,149939,Glassdoor,https://www.linkedin.com/in/marthaanderson464,50708
270,Audrey,Barnes,audrey.barnes652@slu.edu,audrey.barnes527@outlook.com,BA,Software Engineering,2024,OPT,Orlando,FL,USA,255,ML Engineer,JavaScript,Full-Time,110668,LinkedIn,https://www.linkedin.com/in/audreybarnes475,17047
271,Randall,Wilson,randall.wilson261@slu.edu,randall.wilson201@outlook.com,MS,Biostatistics,2015,Full-Time,Colorado Springs,CO,USA,566,Data Engineer,"Hadoop, Node.js",Part-Time,93131,LinkedIn,https://www.linkedin.com/in/randallwilson390,54227
272,Anthony,Farmer,anthony.farmer690@slu.edu,anthony.farmer150@yahoo.com,PhD,Cybersecurity,2022,STEM-OPT,Denver,CO,USA,685,Business Analyst,"Node.js, R",Full-Time,100206,LinkedIn,https://www.linkedin.com/in/anthonyfarmer961,13509
273,Roger,Turner,roger.turner810@slu.edu,roger.turner37@yahoo.com,BA,Business Analytics,2022,STEM-OPT,Los Angeles,CA,USA,972,Software Engineer,"JavaScript, Azure",Intern,92359,Referral,https://www.linkedin.com/in/rogerturner333,96215
274,Michelle,Dorsey,michelle.dorsey925@slu.edu,michelle.dorsey195@outlook.com,BA,Computer Science,2017,Full-Time,Redmond,WA,USA,756,SDET,"R, Docker",Intern,102874,Campus Career Fair,https://www.linkedin.com/in/michelledorsey921,99505
275,Karen,Armstrong,karen.armstrong822@slu.edu,karen.armstrong361@yahoo.com,MS,Software Engineering,2015,Full-Time,Harrisburg,PA,USA,360,Data Analyst,"React, JavaScript",Intern,101110,Glassdoor,https://www.linkedin.com/in/karenarmstrong452,97183
276,Courtney,Hunt,courtney.hunt329@slu.edu,courtney.hunt67@yahoo.com,PhD,Biostatistics,2022,STEM-OPT,Scottsdale,AZ,USA,400,DevOps Engineer,"Hadoop, Azure",Intern,96689,Referral,https://www.linkedin.com/in/courtneyhunt458,09612
277,Frank,Chandler,frank.chandler515@slu.edu,frank.chandler181@gmail.com,MBA,Business Analytics,2019,Full-Time,Denver,CO,USA,150,Salesforce Developer,Azure,Part-Time,84352,Referral,https://www.linkedin.com/in/frankchandler325,68050
278,Wendy,Castro,wendy.castro59@slu.edu,wendy.castro473@outlook.com,BS,Biostatistics,2019,Full-Time,Plano,TX,USA,271,Business Analyst,"Java, React, Kubernetes",Contract,109907,Campus Career Fair,https://www.linkedin.com/in/wendycastro610,55776
279,Arthur,King,arthur.king778@slu.edu,arthur.king148@gmail.com,BS,Electrical Engineering,2023,OPT,Bellevue,WA,USA,764,Product Manager,"Node.js, C++",Full-Time,107650,Glassdoor,https://www.linkedin.com/in/arthurking329,78487
280,Jeffery,Henry,jeffery.henry639@slu.edu,jeffery.henry378@outlook.com,BA,Finance,2022,OPT,Philadelphia,PA,USA,314,DevOps Engineer,Azure,Contract,99463,Referral,https://www.linkedin.com/in/jefferyhenry639,33483
281,Julie,Mckenzie,julie.mckenzie455@slu.edu,julie.mckenzie866@gmail.com,MBA,Cybersecurity,2023,OPT,Cary,NC,USA,809,QA Engineer,"Node.js, Snowflake",Full-Time,81448,Handshake,https://www.linkedin.com/in/juliemckenzie706,02880
282,Michael,May,michael.may982@slu.edu,michael.may762@yahoo.com,BA,Electrical Engineering,2018,Full-Time,San Diego,CA,USA,75,Software Engineer,"Snowflake, Kubernetes, JavaScript",Part-Time,76454,Indeed,https://www.linkedin.com/in/michaelmay742,63828
283,Laura,Jenkins,laura.jenkins446@slu.edu,laura.jenkins113@yahoo.com,PhD,Cybersecurity,2015,Full-Time,Cambridge,MA,USA,761,Business Analyst,"JavaScript, Kubernetes, R",Full-Time,104431,Campus Career Fair,https://www.linkedin.com/in/laurajenkins191,03886
284,Jose,Anderson,jose.anderson836@slu.edu,jose.anderson28@outlook.com,MBA,Information Systems,2016,Full-Time,Los Angeles,CA,USA,813,Salesforce Developer,Docker,Contract,94113,Glassdoor,https://www.linkedin.com/in/joseanderson267,66631
285,Kimberly,Perry,kimberly.perry292@slu.edu,kimberly.perry904@outlook.com,PhD,Cybersecurity,2019,Full-Time,Boulder,CO,USA,379,Security Analyst,".NET, React, GCP",Intern,98252,LinkedIn,https://www.linkedin.com/in/kimberlyperry972,58526
286,Laura,Barton,laura.barton606@slu.edu,laura.barton764@gmail.com,MBA,Biostatistics,2018,Full-Time,Redmond,WA,USA,373,QA Engineer,Java,Full-Time,73262,Company Site,https://www.linkedin.com/in/laurabarton550,98452
287,James,Torres,james.torres743@slu.edu,james.torres281@outlook.com,PhD,Finance,2022,STEM-OPT,Somerville,MA,USA,149,Product Manager,"R, React, Spark",Intern,100168,Company Site,https://www.linkedin.com/in/jamestorres757,56346
288,Matthew,Ingram,matthew.ingram204@slu.edu,matthew.ingram228@outlook.com,BS,Computer Science,2016,Full-Time,Colorado Springs,CO,USA,355,Software Engineer,"SQL, Snowflake",Intern,80005,Campus Career Fair,https://www.linkedin.com/in/matthewingram930,67560
289,Anthony,Thompson,anthony.thompson933@slu.edu,anthony.thompson792@outlook.com,PhD,Marketing,2023,STEM-OPT,San Diego,CA,USA,752,SDET,AWS,Contract,93380,Referral,https://www.linkedin.com/in/anthonythompson156,20024
290,Amanda,Pena,amanda.pena752@slu.edu,amanda.pena473@outlook.com,MS,Marketing,2015,Full-Time,San Jose,CA,USA,940,Software Engineer,Python,Contract,125396,LinkedIn,https://www.linkedin.com/in/amandapena261,09929
291,Melissa,Jones,melissa.jones753@slu.edu,melissa.jones311@gmail.com,BS,Data Science,2023,OPT,Charlotte,NC,USA,4,SDET,"JavaScript, React, Java",Full-Time,65465,Handshake,https://www.linkedin.com/in/melissajones507,24366
292,Catherine,Jackson,catherine.jackson746@slu.edu,catherine.jackson540@outlook.com,PhD,Business Analytics,2025,CPT,Atlanta,GA,USA,776,Data Engineer,"Hadoop, Node.js, C++",Full-Time,90963,Indeed,https://www.linkedin.com/in/catherinejackson728,75900
293,April,Thomas,april.thomas54@slu.edu,april.thomas536@yahoo.com,BA,Data Science,2024,CPT,Worcester,MA,USA,124,Security Analyst,R,Intern,94833,Campus Career Fair,https://www.linkedin.com/in/aprilthomas428,78223
294,Andrew,Bryant,andrew.bryant328@slu.edu,andrew.bryant799@yahoo.com,PhD,Biostatistics,2021,Full-Time,Chesterfield,MO,USA,257,Data Analyst,GCP,Intern,111237,Campus Career Fair,https://www.linkedin.com/in/andrewbryant998,95037
295,Christine,Powell,christine.powell345@slu.edu,christine.powell174@gmail.com,MS,Biostatistics,2017,Full-Time,Seattle,WA,USA,274,Data Analyst,".NET, Tableau, SQL",Part-Time,79721,LinkedIn,https://www.linkedin.com/in/christinepowell134,62958
296,Matthew,Avery,matthew.avery656@slu.edu,matthew.avery383@gmail.com,BS,Data Science,2023,OPT,Detroit,MI,USA,324,Product Manager,"Node.js, Snowflake, Kubernetes",Full-Time,103555,Indeed,https://www.linkedin.com/in/matthewavery892,28427
297,Emily,Davis,emily.davis197@slu.edu,emily.davis548@yahoo.com,BA,Finance,2016,Full-Time,Durham,NC,USA,492,Product Manager,Spark,Full-Time,135465,Handshake,https://www.linkedin.com/in/emilydavis530,21764
298,Austin,Dickerson,austin.dickerson813@slu.edu,austin.dickerson730@outlook.com,PhD,Biostatistics,2021,Full-Time,Redmond,WA,USA,36,Software Engineer,"Spark, SQL",Intern,104481,Glassdoor,https://www.linkedin.com/in/austindickerson585,42486
299,Elizabeth,Jones,elizabeth.jones14@slu.edu,elizabeth.jones808@outlook.com,MBA,Computer Science,2018,Full-Time,Durham,NC,USA,812,SDET,"JavaScript, R, Hadoop",Part-Time,86488,Company Site,https://www.linkedin.com/in/elizabethjones479,53816
300,Angela,Nelson,angela.nelson733@slu.edu,angela.nelson20@outlook.com,MS,Marketing,2022,STEM-OPT,Redmond,WA,USA,111,Salesforce Developer,Node.js,Contract,111763,Campus Career Fair,https://www.linkedin.com/in/angelanelson970,19963
301,Raymond,Fuentes,raymond.fuentes801@slu.edu,raymond.fuentes52@outlook.com,BS,Data Science,2016,Full-Time,Grand Rapids,MI,USA,780,QA Engineer,React,Contract,93004,Glassdoor,https://www.linkedin.com/in/raymondfuentes952,28695
302,Jessica,Lutz,jessica.lutz258@slu.edu,jessica.lutz976@yahoo.com,MS,Cybersecurity,2015,Full-Time,Springfield,MO,USA,553,Product Manager,"React, GCP",Contract,94807,Indeed,https://www.linkedin.com/in/jessicalutz682,36839
303,Shannon,Moreno,shannon.moreno78@slu.edu,shannon.moreno412@outlook.com,BA,Information Systems,2025,CPT,Pittsburgh,PA,USA,481,SDET,"Hadoop, Spark",Contract,92534,Indeed,https://www.linkedin.com/in/shannonmoreno585,36952
304,Todd,Brown,todd.brown882@slu.edu,todd.brown905@gmail.com,BA,Cybersecurity,2025,CPT,Ann Arbor,MI,USA,737,SDET,C++,Intern,113756,Indeed,https://www.linkedin.com/in/toddbrown825,91033
305,Dawn,Long,dawn.long165@slu.edu,dawn.long923@yahoo.com,MS,Finance,2020,Full-Time,Springfield,IL,USA,711,Data Analyst,"R, Hadoop",Contract,97329,Handshake,https://www.linkedin.com/in/dawnlong205,90107
306,Walter,Armstrong,walter.armstrong253@slu.edu,walter.armstrong973@outlook.com,MS,Biostatistics,2023,OPT,Miami,FL,USA,528,DevOps Engineer,"SQL, Docker",Full-Time,97200,LinkedIn,https://www.linkedin.com/in/walterarmstrong874,35428
307,Carolyn,Vargas,carolyn.vargas193@slu.edu,carolyn.vargas293@yahoo.com,BA,Computer Science,2021,Full-Time,Cincinnati,OH,USA,495,Business Analyst,R,Full-Time,118498,Campus Career Fair,https://www.linkedin.com/in/carolynvargas947,22622
308,Stacey,Rogers,stacey.rogers762@slu.edu,stacey.rogers455@gmail.com,MS,Cybersecurity,2020,Full-Time,Durham,NC,USA,581,Business Analyst,"Kubernetes, Java, Tableau",Full-Time,101743,Indeed,https://www.linkedin.com/in/staceyrogers165,11529
309,Todd,Nolan,todd.nolan385@slu.edu,todd.nolan791@yahoo.com,BA,Data Science,2021,Full-Time,Columbus,OH,USA,809,DevOps Engineer,"Power BI, Node.js",Full-Time,126886,Campus Career Fair,https://www.linkedin.com/in/toddnolan524,90715
310,Sean,Vasquez,sean.vasquez482@slu.edu,sean.vasquez482@outlook.com,MS,Marketing,2024,OPT,Colorado Springs,CO,USA,168,Data Analyst,"React, Docker",Contract,86816,Handshake,https://www.linkedin.com/in/seanvasquez793,09771
311,Carlos,Walters,carlos.walters59@slu.edu,carlos.walters945@outlook.com,BS,Information Systems,2016,Full-Time,St. Louis,MO,USA,440,Software Engineer,"C++, .NET, Hadoop",Contract,91050,Handshake,https://www.linkedin.com/in/carloswalters152,76413
312,Breanna,Delacruz,breanna.delacruz424@slu.edu,breanna.delacruz874@yahoo.com,BS,Electrical Engineering,2015,Full-Time,Albany,NY,USA,880,Business Analyst,"JavaScript, Kubernetes",Part-Time,111803,Handshake,https://www.linkedin.com/in/breannadelacruz836,85823
313,Charles,Pham,charles.pham947@slu.edu,charles.pham474@gmail.com,MBA,Electrical Engineering,2015,Full-Time,Springfield,MO,USA,539,Salesforce Developer,Power BI,Full-Time,111074,Campus Career Fair,https://www.linkedin.com/in/charlespham379,71470
314,John,Villa,john.villa658@slu.edu,john.villa88@outlook.com,BA,Software Engineering,2020,Full-Time,Ann Arbor,MI,USA,29,Data Engineer,"Tableau, Node.js",Contract,101138,Handshake,https://www.linkedin.com/in/johnvilla628,28016
315,Gary,Orozco,gary.orozco955@slu.edu,gary.orozco986@yahoo.com,MS,Finance,2023,STEM-OPT,Fort Collins,CO,USA,131,ML Engineer,"Kubernetes, R, Java",Full-Time,129504,Glassdoor,https://www.linkedin.com/in/garyorozco700,38883
316,Alexis,Stafford,alexis.stafford491@slu.edu,alexis.stafford276@gmail.com,BA,Cybersecurity,2016,Full-Time,Plano,TX,USA,217,DevOps Engineer,"Spark, Docker, Node.js",Part-Time,123005,Company Site,https://www.linkedin.com/in/alexisstafford982,07958
317,Chelsea,Moss,chelsea.moss774@slu.edu,chelsea.moss845@outlook.com,MBA,Business Analytics,2025,CPT,Grand Rapids,MI,USA,136,Security Analyst,"Node.js, React, .NET",Contract,133783,Company Site,https://www.linkedin.com/in/chelseamoss173,74908
318,Daniel,Hooper,daniel.hooper974@slu.edu,daniel.hooper689@yahoo.com,MS,Computer Science,2016,Full-Time,Houston,TX,USA,574,Data Analyst,"JavaScript, Python",Contract,105453,Indeed,https://www.linkedin.com/in/danielhooper193,36386
319,Ethan,Meadows,ethan.meadows863@slu.edu,ethan.meadows582@outlook.com,MBA,Electrical Engineering,2017,Full-Time,Cary,NC,USA,783,Salesforce Developer,"Spark, Docker",Full-Time,117494,Handshake,https://www.linkedin.com/in/ethanmeadows201,00838
320,Jeffrey,Fisher,jeffrey.fisher885@slu.edu,jeffrey.fisher210@outlook.com,MS,Business Analytics,2016,Full-Time,Tampa,FL,USA,404,SDET,Hadoop,Contract,112821,Referral,https://www.linkedin.com/in/jeffreyfisher973,23643
321,Christopher,Boyer,christopher.boyer349@slu.edu,christopher.boyer722@outlook.com,MBA,Marketing,2020,Full-Time,Albany,NY,USA,737,Business Analyst,"Azure, SQL",Part-Time,55034,Indeed,https://www.linkedin.com/in/christopherboyer884,92084
322,Debra,Robles,debra.robles358@slu.edu,debra.robles760@gmail.com,MBA,Cybersecurity,2017,Full-Time,Philadelphia,PA,USA,77,QA Engineer,"Tableau, .NET, Snowflake",Full-Time,105374,Glassdoor,https://www.linkedin.com/in/debrarobles300,95970
323,Chad,Cooke,chad.cooke842@slu.edu,chad.cooke153@gmail.com,MBA,Software Engineering,2022,OPT,Austin,TX,USA,538,Product Manager,Kubernetes,Contract,94037,Handshake,https://www.linkedin.com/in/chadcooke522,41430
324,Jeffrey,Austin,jeffrey.austin59@slu.edu,jeffrey.austin41@gmail.com,PhD,Finance,2020,Full-Time,White Plains,NY,USA,100,Salesforce Developer,"Kubernetes, C++",Part-Time,111302,Indeed,https://www.linkedin.com/in/jeffreyaustin129,92902
325,Emily,Jacobs,emily.jacobs155@slu.edu,emily.jacobs875@yahoo.com,MS,Cybersecurity,2021,Full-Time,Tacoma,WA,USA,797,Data Engineer,Power BI,Full-Time,92662,Glassdoor,https://www.linkedin.com/in/emilyjacobs426,71370
326,Daniel,King,daniel.king271@slu.edu,daniel.king81@outlook.com,BS,Marketing,2016,Full-Time,Savannah,GA,USA,878,DevOps Engineer,Node.js,Full-Time,103245,Referral,https://www.linkedin.com/in/danielking542,46460
327,Erik,Washington,erik.washington37@slu.edu,erik.washington227@yahoo.com,MS,Finance,2015,Full-Time,Boulder,CO,USA,279,QA Engineer,JavaScript,Full-Time,145310,Indeed,https://www.linkedin.com/in/erikwashington474,47846
328,Melissa,Nichols,melissa.nichols876@slu.edu,melissa.nichols412@gmail.com,MS,Computer Science,2025,CPT,Buffalo,NY,USA,707,Product Manager,Node.js,Full-Time,118860,Campus Career Fair,https://www.linkedin.com/in/melissanichols314,06509
329,William,Andrade,william.andrade726@slu.edu,william.andrade645@yahoo.com,MS,Electrical Engineering,2019,Full-Time,Tacoma,WA,USA,600,Data Analyst,JavaScript,Contract,116102,Referral,https://www.linkedin.com/in/williamandrade356,77454
330,James,Hamilton,james.hamilton73@slu.edu,james.hamilton832@gmail.com,BS,Cybersecurity,2019,Full-Time,Cincinnati,OH,USA,89,Product Manager,Power BI,Part-Time,106374,Indeed,https://www.linkedin.com/in/jameshamilton791,40077
331,Ashley,Johnson,ashley.johnson801@slu.edu,ashley.johnson563@yahoo.com,MBA,Electrical Engineering,2015,Full-Time,Naperville,IL,USA,357,Software Engineer,.NET,Contract,83912,Glassdoor,https://www.linkedin.com/in/ashleyjohnson399,15339
332,Shelby,Griffin,shelby.griffin411@slu.edu,shelby.griffin526@gmail.com,BS,Business Analytics,2024,OPT,Tucson,AZ,USA,144,Security Analyst,"C++, Node.js",Intern,102058,Campus Career Fair,https://www.linkedin.com/in/shelbygriffin516,88996
333,Andrew,Green,andrew.green461@slu.edu,andrew.green987@outlook.com,MBA,Software Engineering,2024,CPT,Cleveland,OH,USA,280,DevOps Engineer,"Azure, .NET",Contract,96678,LinkedIn,https://www.linkedin.com/in/andrewgreen146,41771
334,Deborah,Jarvis,deborah.jarvis409@slu.edu,deborah.jarvis594@gmail.com,MBA,Finance,2019,Full-Time,Tucson,AZ,USA,680,Product Manager,"SQL, GCP",Intern,120740,Campus Career Fair,https://www.linkedin.com/in/deborahjarvis253,44883
335,Paul,Wright,paul.wright209@slu.edu,paul.wright56@outlook.com,MBA,Information Systems,2019,Full-Time,Cleveland,OH,USA,678,Software Engineer,"GCP, Docker, AWS",Part-Time,89213,LinkedIn,https://www.linkedin.com/in/paulwright557,24543
336,Anthony,Baird,anthony.baird209@slu.edu,anthony.baird434@yahoo.com,BA,Cybersecurity,2024,CPT,Boston,MA,USA,702,Salesforce Developer,"C++, Azure",Part-Time,86996,Campus Career Fair,https://www.linkedin.com/in/anthonybaird670,92087
337,Eric,Knox,eric.knox100@slu.edu,eric.knox102@gmail.com,BA,Biostatistics,2017,Full-Time,Philadelphia,PA,USA,618,Data Engineer,"Docker, Azure, Snowflake",Intern,85153,Company Site,https://www.linkedin.com/in/ericknox984,37476
338,Katelyn,Spencer,katelyn.spencer229@slu.edu,katelyn.spencer473@gmail.com,BS,Marketing,2023,OPT,Tempe,AZ,USA,209,SDET,"SQL, Hadoop, Power BI",Intern,111619,Indeed,https://www.linkedin.com/in/katelynspencer301,94054
339,John,Phelps,john.phelps622@slu.edu,john.phelps456@gmail.com,MBA,Biostatistics,2025,CPT,Columbia,MO,USA,641,Data Analyst,"Kubernetes, Hadoop, Java",Contract,93762,LinkedIn,https://www.linkedin.com/in/johnphelps473,10915
340,Michael,Ortiz,michael.ortiz23@slu.edu,michael.ortiz181@outlook.com,BA,Electrical Engineering,2016,Full-Time,Tempe,AZ,USA,527,Business Analyst,JavaScript,Contract,139027,LinkedIn,https://www.linkedin.com/in/michaelortiz370,39506
341,Sean,Horn,sean.horn800@slu.edu,sean.horn871@yahoo.com,PhD,Computer Science,2016,Full-Time,Jacksonville,FL,USA,600,Salesforce Developer,"Snowflake, Docker, Python",Intern,123959,Company Site,https://www.linkedin.com/in/seanhorn215,26604
342,Dave,Lopez,dave.lopez306@slu.edu,dave.lopez170@yahoo.com,BA,Computer Science,2016,Full-Time,Springfield,IL,USA,599,Product Manager,Hadoop,Contract,84904,Company Site,https://www.linkedin.com/in/davelopez471,32145
343,Kyle,Hodges,kyle.hodges512@slu.edu,kyle.hodges563@outlook.com,PhD,Business Analytics,2018,Full-Time,Raleigh,NC,USA,167,DevOps Engineer,.NET,Part-Time,95474,LinkedIn,https://www.linkedin.com/in/kylehodges277,17626
344,Brent,David,brent.david389@slu.edu,brent.david503@outlook.com,BS,Biostatistics,2015,Full-Time,Peoria,IL,USA,66,QA Engineer,"Docker, React, JavaScript",Intern,110309,Glassdoor,https://www.linkedin.com/in/brentdavid764,90181
345,Sandra,Lloyd,sandra.lloyd922@slu.edu,sandra.lloyd606@yahoo.com,MS,Information Systems,2020,Full-Time,St. Louis,MO,USA,894,Product Manager,GCP,Part-Time,122997,Glassdoor,https://www.linkedin.com/in/sandralloyd368,60515
346,Thomas,Faulkner,thomas.faulkner268@slu.edu,thomas.faulkner380@gmail.com,PhD,Marketing,2022,OPT,Tucson,AZ,USA,813,Software Engineer,"Docker, Hadoop, Java",Full-Time,113635,Company Site,https://www.linkedin.com/in/thomasfaulkner111,01688
347,Marc,Salazar,marc.salazar641@slu.edu,marc.salazar138@gmail.com,BS,Biostatistics,2019,Full-Time,San Diego,CA,USA,844,Software Engineer,"Snowflake, React",Contract,126573,Indeed,https://www.linkedin.com/in/marcsalazar894,33936
348,Jason,Wiggins,jason.wiggins47@slu.edu,jason.wiggins450@gmail.com,MBA,Software Engineering,2021,Full-Time,Detroit,MI,USA,42,Product Manager,"Snowflake, Spark",Contract,96309,Company Site,https://www.linkedin.com/in/jasonwiggins332,22713
349,William,Smith,william.smith174@slu.edu,william.smith795@yahoo.com,BA,Biostatistics,2020,Full-Time,Alpharetta,GA,USA,845,QA Engineer,"Hadoop, Snowflake",Full-Time,102086,Indeed,https://www.linkedin.com/in/williamsmith448,70066
350,Cody,Serrano,cody.serrano973@slu.edu,cody.serrano524@yahoo.com,BA,Business Analytics,2019,Full-Time,Jacksonville,FL,USA,524,SDET,"Docker, Power BI",Contract,117051,Glassdoor,https://www.linkedin.com/in/codyserrano882,94727
